ID,artist,song,duration_ms,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
258,No Doubt,Hey Baby,207040,FALSE,2001,24,0.705,0.872,-3.557,0.125,0.0602,0,0.228,0.746,93.63,"rock, pop"
259,Ashanti,Baby,265706,TRUE,2002,55,0.567,0.58,-5.757,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,"hip hop, pop, R&B"
260,Sophie Ellis-Bextor,Murder On The Dancefloor,230013,FALSE,2002,62,0.734,0.848,-5.285,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,"pop, Dance/Electronic"
261,Justin Timberlake,Like I Love You,283626,FALSE,2002,62,0.853,0.811,-4.927,0.0646,0.0439,0.000307,0.0703,0.9,114.964,pop
262,Mary J. Blige,Rainy Dayz,276373,FALSE,2001,32,0.412,0.667,-6.997,0.229,0.195,0,0.305,0.533,68.942,"pop, R&B"
263,A1,Caught in the Middle,206466,FALSE,2001,53,0.519,0.874,-5.122,0.034,0.0524,0,0.243,0.572,96.072,pop
264,Eminem,Cleanin' Out My Closet,297840,TRUE,2002,71,0.908,0.758,-4.753,0.174,0.0687,0,0.0783,0.87,148.015,hip hop
265,Ashanti,Happy,262226,TRUE,2002,61,0.727,0.515,-6.553,0.0289,0.241,3.74e-06,0.124,0.695,89.488,"hip hop, pop, R&B"
266,Delta Goodrem,Born to Try,251280,FALSE,2003,54,0.542,0.589,-6.813,0.0284,0.246,0,0.188,0.336,133.838,pop
267,P!nk,Get the Party Started,192533,FALSE,2001,68,0.802,0.903,-3.267,0.046,0.0011,0,0.173,0.96,128.93,pop
268,Alicia Keys,A Woman's Worth,303333,FALSE,2001,52,0.652,0.41,-8.323,0.158,0.333,0,0.064,0.495,75.09,"pop, R&B"
269,Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,FALSE,2002,56,0.838,0.764,-5.076,0.0586,0.0862,0.000122,0.0906,0.924,133.592,pop
270,Coldplay,Clocks,307879,FALSE,2002,79,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97,"rock, pop"
271,Missy Elliott,Work It,263226,TRUE,2002,70,0.884,0.677,-5.603,0.283,0.0778,0,0.0732,0.584,101.868,"hip hop, pop, R&B"
272,Ronan Keating,If Tomorrow Never Comes,214306,FALSE,2002,60,0.555,0.496,-6.136,0.028,0.333,0,0.0956,0.27,79.01,"pop, rock"
273,Big Tymers,Still Fly,335613,TRUE,2002,64,0.675,0.607,-3.538,0.162,0.0302,8.97e-06,0.339,0.56,177.928,"hip hop, pop"
274,Creed,My Sacrifice,294600,FALSE,2001,69,0.32,0.88,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,"pop, rock, metal"
275,Ja Rule,Always On Time,245133,TRUE,2001,73,0.839,0.706,-6.104,0.199,0.208,0,0.242,0.839,96.673,"hip hop, pop, R&B"
276,Ashanti,Foolish,227386,TRUE,2002,70,0.665,0.695,-5.763,0.0532,0.347,0,0.106,0.707,90.119,"hip hop, pop, R&B"
277,Avril Lavigne,Sk8er Boi,204000,FALSE,2002,75,0.487,0.9,-4.417,0.0482,6.79e-05,0,0.358,0.484,149.937,pop
278,DJ Sammy,Heaven,233600,FALSE,2002,63,0.571,0.953,-5.601,0.0548,0.0011,0.000606,0.226,0.601,137.965,pop
279,Britney Spears,"I'm Not a Girl, Not Yet a Woman",231066,FALSE,2001,58,0.534,0.543,-6.857,0.0245,0.579,0,0.112,0.418,78.996,pop
280,Cam’ron,Oh Boy,204706,TRUE,2002,67,0.754,0.767,-5.586,0.145,0.0216,0,0.172,0.828,83.014,"hip hop, pop"
281,Red Hot Chili Peppers,By the Way,216933,FALSE,2002,73,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,rock
282,Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,FALSE,2002,60,0.597,0.97,-5.972,0.0502,0.000385,0.205,0.133,0.717,114.999,"rock, easy listening"
283,Atomic Kitten,The Tide Is High - Radio Mix,206093,FALSE,2002,65,0.783,0.649,-4.127,0.0322,0.0209,0.00482,0.067,0.665,103.997,pop
284,*NSYNC,Girlfriend,253600,FALSE,2001,50,0.745,0.807,-5.191,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967,pop
285,Robbie Williams,Somethin' Stupid,170493,FALSE,2001,64,0.654,0.515,-12.185,0.0261,0.429,5.62e-06,0.174,0.677,106.191,"pop, rock"
286,Alanis Morissette,Hands Clean,269400,FALSE,2002,57,0.513,0.82,-5.428,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,"pop, Folk/Acoustic"
287,Usher,U Don't Have to Call,269400,TRUE,2001,59,0.793,0.568,-4.958,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,"hip hop, pop, R&B"
288,Creed,One Last Breath - Radio Version,242000,FALSE,2015,47,0.38,0.725,-6.094,0.0365,0.00571,0.00015,0.3,0.202,130.581,"pop, rock, metal"
289,The Goo Goo Dolls,Here Is Gone,238173,FALSE,2002,56,0.338,0.685,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192,"pop, rock"
290,Puddle Of Mudd,She Hates Me,216760,TRUE,2001,70,0.58,0.748,-5.433,0.0323,0.00935,0,0.753,0.584,109.781,"rock, metal"
291,Ludacris,Rollout (My Business),296586,TRUE,2001,60,0.921,0.668,-8.73,0.235,0.0949,0,0.592,0.892,131.059,"hip hop, pop"
292,Blazin' Squad,Crossroads - Radio Edit,188693,FALSE,2012,40,0.661,0.746,-5.153,0.042,0.109,0,0.325,0.502,144.188,set()
293,Default,Wasting My Time,268693,FALSE,2001,40,0.443,0.769,-5.529,0.0312,0.00138,0,0.0677,0.17,147.973,"rock, pop, metal"
294,Michelle Branch,All You Wanted,217680,FALSE,2001,60,0.499,0.72,-9.101,0.0286,0.00466,0.00303,0.122,0.652,96.103,"pop, Folk/Acoustic"
295,Daniel Bedingfield,If You're Not The One,257026,FALSE,2002,58,0.688,0.538,-7.608,0.0292,0.504,0,0.111,0.27,119.998,pop
296,Enrique Iglesias,Escape,208626,FALSE,2001,56,0.776,0.844,-5.305,0.0297,0.0277,0.000244,0.135,0.868,125.972,"pop, latin"
297,Puddle Of Mudd,Blurry,303920,FALSE,2001,64,0.432,0.936,-4.537,0.0562,0.00691,0,0.14,0.499,157.469,"rock, metal"
298,Coldplay,In My Place,226680,FALSE,2002,72,0.424,0.588,-5.455,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,"rock, pop"
299,Outkast,The Whole World (feat. Killer Mike),295346,TRUE,2001,51,0.814,0.852,-6.176,0.401,0.0958,1.32e-06,0.0288,0.717,184.682,"hip hop, pop"
300,P!nk,Don't Let Me Get Me - Radio Edit,210693,FALSE,2001,60,0.624,0.85,-4.754,0.0756,0.00234,0,0.0621,0.615,98.525,pop
301,50 Cent,In Da Club,193466,TRUE,2003,81,0.899,0.713,-2.752,0.366,0.255,0,0.0708,0.777,90.051,"hip hop, pop"
302,Sean Paul,Get Busy,211666,FALSE,2002,74,0.735,0.824,-4.143,0.036,0.615,0,0.158,0.726,100.202,"hip hop, pop"
303,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,TRUE,2004,77,0.686,0.735,-4.616,0.264,0.00921,0.00066,0.342,0.0596,171.355,hip hop
304,Beyoncé,Crazy In Love (feat. Jay-Z),236133,FALSE,2003,76,0.646,0.77,-6.596,0.226,0.00249,0,0.0715,0.681,99.165,"pop, R&B"
305,Counting Crows,Big Yellow Taxi,225426,FALSE,2003,50,0.669,0.873,-4.315,0.0494,0.00204,0,0.137,0.827,88.029,"rock, pop"
306,Black Eyed Peas,Where Is The Love?,272533,FALSE,2003,68,0.835,0.687,-3.18,0.184,0.101,0,0.132,0.828,94.059,"hip hop, pop"
307,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,FALSE,2002,70,0.845,0.768,-5.448,0.188,0.00733,5.04e-06,0.0575,0.96,100,"hip hop, pop, R&B"
308,Black Eyed Peas,Shut Up,296186,FALSE,2003,56,0.81,0.714,-3.966,0.243,0.0637,0,0.237,0.561,112.968,"hip hop, pop"
309,t.A.T.u.,All The Things She Said,214440,TRUE,2020,39,0.527,0.834,-5.767,0.0474,0.0411,0.00599,0.105,0.381,179.92,pop
310,Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,FALSE,2003,66,0.793,0.698,-3.626,0.104,0.163,0.145,0.0745,0.339,130.017,"pop, Dance/Electronic"
311,Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,TRUE,2002,68,0.648,0.759,-4.315,0.306,0.0142,0,0.648,0.518,85.996,"hip hop, pop"
312,Panjabi MC,Mundian to Bach Ke,244666,FALSE,2003,61,0.778,0.879,-4.951,0.0371,0.399,0.792,0.15,0.942,98.077,"World/Traditional, hip hop"
313,Mis-Teeq,Scandalous - U.S. Radio Edit,238840,FALSE,2004,59,0.734,0.668,-3.935,0.0349,0.0526,0,0.0925,0.651,99.971,"pop, Dance/Electronic"
314,JAY-Z,03' Bonnie & Clyde,205560,TRUE,2002,71,0.759,0.678,-5.148,0.314,0.23,0,0.15,0.327,89.64,hip hop
315,50 Cent,P.I.M.P.,249480,TRUE,2003,76,0.712,0.772,-3.024,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,"hip hop, pop"
316,Jamelia,Superstar,215480,FALSE,2003,69,0.801,0.645,-6.93,0.0356,0.0457,0,0.0357,0.824,110.01,pop
317,Linkin Park,Faint,162600,FALSE,2003,72,0.554,0.978,-3.554,0.131,0.111,0,0.0731,0.594,135.095,"rock, metal"
318,DMX,X Gon' Give It To Ya,217586,TRUE,2007,70,0.761,0.899,-3.09,0.183,0.0135,0,0.0719,0.673,95.027,"hip hop, pop"
319,Evanescence,Bring Me To Life,235893,FALSE,2003,79,0.331,0.943,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,metal
320,Sugababes,Hole In The Head,218173,FALSE,2003,57,0.785,0.933,-4.629,0.0309,0.0303,0,0.137,0.962,125.011,"pop, R&B"
321,Craig David,Rise & Fall (feat. Sting),287226,FALSE,2002,59,0.405,0.589,-7.51,0.0586,0.252,0,0.661,0.808,83.373,"hip hop, pop, R&B"
322,Three Days Grace,I Hate Everything About You,231480,FALSE,2003,72,0.498,0.83,-5.157,0.0421,0.00461,0,0.139,0.453,89.342,"rock, metal"
323,Lil Jon & The East Side Boyz,Get Low,324600,FALSE,2002,47,0.78,0.604,-8.019,0.0396,0.022,0,0.194,0.12,101.043,"hip hop, pop"
324,B2K,"Bump, Bump, Bump (feat. P. Diddy)",282773,FALSE,2003,62,0.835,0.68,-6.02,0.21,0.1,0,0.049,0.889,95.508,"hip hop, pop, R&B"
325,Baby Bash,Suga Suga,239026,FALSE,2003,73,0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.0841,0.535,82.331,"hip hop, pop, R&B, latin"
326,Aaliyah,Miss You - Main,245240,FALSE,2002,36,0.602,0.34,-9.867,0.0375,0.618,0,0.234,0.511,109.598,"hip hop, pop, R&B"
327,Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,223773,FALSE,2003,59,0.804,0.836,-6.635,0.089,0.32,0,0.213,0.85,120.046,pop
328,Blue,Sorry Seems To Be The Hardest Word,210066,FALSE,2004,57,0.564,0.6,-6.814,0.0305,0.183,2.19e-06,0.38,0.442,78.955,pop
329,Delta Goodrem,Lost Without You,248546,FALSE,2003,54,0.581,0.747,-6.682,0.0283,0.0365,1.69e-06,0.193,0.514,146.301,pop
330,Justin Timberlake,Rock Your Body,267266,FALSE,2002,76,0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,pop
331,The White Stripes,Seven Nation Army,231920,FALSE,2003,3,0.741,0.469,-7.627,0.0805,0.00601,0.447,0.306,0.313,123.904,"rock, blues"
332,Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,TRUE,2003,54,0.772,0.724,-5.799,0.307,0.0149,0,0.355,0.518,84.038,"hip hop, pop"
333,Beyoncé,Baby Boy (feat. Sean Paul),244826,FALSE,2003,63,0.655,0.488,-9.17,0.22,0.0825,1.16e-06,0.221,0.791,91.025,"pop, R&B"
334,Lil' Kim,Magic Stick,359973,TRUE,2019,47,0.849,0.498,-7.872,0.272,0.116,4.49e-05,0.268,0.502,92.98,"hip hop, pop, R&B"
335,Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255266,FALSE,2002,61,0.859,0.658,-4.481,0.192,0.0326,0.00181,0.0651,0.538,98.989,pop
336,Nickelback,Someday,207466,FALSE,2003,68,0.455,0.858,-5.659,0.0391,0.000616,0.000247,0.226,0.597,163.118,"rock, metal"
337,Blue,U Make Me Wanna - Radio Edit,222400,FALSE,2003,48,0.6,0.736,-6.228,0.0329,0.325,0,0.137,0.848,158.108,pop
338,Ashanti,Rain On Me,297960,FALSE,2003,50,0.606,0.699,-3.103,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,"hip hop, pop, R&B"
339,Trapt,Headstrong,285569,TRUE,2002,72,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981,"rock, metal"
340,Simply Red,Sunrise,199040,FALSE,2008,58,0.791,0.733,-5.123,0.029,0.00189,0.201,0.0859,0.917,105.987,"rock, R&B, Folk/Acoustic, pop"
341,Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",184906,FALSE,2003,61,0.811,0.657,-6.197,0.362,0.0391,0.712,0.0798,0.777,199.958,"pop, R&B"
342,Girls Aloud,Sound Of The Underground,221426,FALSE,2003,58,0.568,0.867,-5.861,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,"pop, Dance/Electronic"
343,Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,FALSE,2016,52,0.527,0.808,-4.749,0.295,0.176,0,0.169,0.907,87.025,"hip hop, pop, R&B"
344,Room 5,Make Luv,212413,FALSE,2003,57,0.883,0.887,-4.92,0.116,0.0111,0.63,0.0367,0.648,124.814,Dance/Electronic
345,Fatman Scoop,Be Faithful,164506,TRUE,2009,49,0.649,0.713,-6.488,0.295,0.000787,0,0.318,0.629,101.129,hip hop
346,Limp Bizkit,Behind Blue Eyes,269973,FALSE,2003,70,0.595,0.489,-6.66,0.0271,0.497,0,0.119,0.0902,120.315,metal
347,Sugababes,Too Lost In You,237693,FALSE,2003,58,0.586,0.705,-4.904,0.0287,0.0485,0,0.15,0.459,98.014,"pop, R&B"
348,50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,TRUE,2003,57,0.802,0.863,-3.552,0.2,0.0199,0,0.141,0.873,81.008,"hip hop, pop"
349,Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,TRUE,2003,67,0.894,0.404,-5.913,0.13,0.453,1.57e-06,0.0801,0.759,102.009,"hip hop, pop"
350,Chingy,Right Thurr,250746,TRUE,2003,69,0.866,0.749,-3.977,0.253,0.15,0,0.0614,0.891,92.074,"hip hop, pop, R&B"
351,Eminem,Sing For The Moment,339546,TRUE,2002,71,0.668,0.824,-4.164,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,hip hop
352,Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,TRUE,2003,48,0.853,0.752,-8.831,0.339,0.178,4.65e-06,0.0553,0.935,104.946,"hip hop, pop, R&B"
353,Mýa,My Love Is Like...Wo - Main Mix,209533,FALSE,2003,48,0.831,0.695,-6.491,0.109,0.194,1.24e-05,0.309,0.722,132.817,"pop, R&B"
354,50 Cent,21 Questions,224440,TRUE,2003,72,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729,"hip hop, pop"
355,Nelly,Air Force Ones,304000,TRUE,2002,61,0.784,0.459,-9.74,0.317,0.0847,0,0.079,0.618,164.062,"hip hop, pop, R&B"
356,Missy Elliott,Gossip Folks (feat. Ludacris),234893,TRUE,2002,57,0.707,0.538,-5.264,0.505,0.362,0,0.317,0.439,121.732,"hip hop, pop, R&B"
