ID,artist,song,duration_ms,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
1548,Pia Mia,Do It Again,207746,TRUE,2015,72,0.712,0.564,-6.527,0.047,0.0266,0,0.0874,0.411,95.95,"pop, R&B"
1549,Flo Rida,My House,192190,FALSE,2015,76,0.688,0.702,-4.792,0.0499,0.0215,0,0.128,0.74,94.006,"hip hop, pop"
1550,Silentó,Watch Me (Whip / Nae Nae),185131,FALSE,2015,0,0.819,0.768,-8.522,0.134,0.234,0,0.334,0.964,139.982,hip hop
1551,Chris Brown,Ayo,225226,TRUE,2015,71,0.823,0.563,-5.095,0.0443,0.0399,0,0.0851,0.682,98.031,"hip hop, pop, R&B"
1552,The Strumbellas,Spirits,203653,FALSE,2016,71,0.556,0.658,-6.075,0.0265,0.164,0,0.113,0.787,80.529,"rock, Folk/Acoustic, pop"
1553,Fetty Wap,Trap Queen,222093,TRUE,2015,68,0.746,0.873,-3.803,0.128,0.0244,0,0.354,0.817,148.075,"hip hop, pop"
1554,Tove Lo,Talking Body,238426,TRUE,2014,66,0.736,0.761,-5.449,0.0338,0.0966,0,0.0823,0.114,119.999,"pop, Dance/Electronic"
1555,Beyoncé,07-Nov,213506,FALSE,2014,69,0.747,0.705,-5.137,0.126,0.0128,0,0.126,0.56,136.024,"pop, R&B"
1556,Lana Del Rey,High By The Beach,257573,TRUE,2015,67,0.536,0.486,-11.067,0.0346,0.244,0.00788,0.12,0.0968,131.988,pop
1557,Zara Larsson,Never Forget You,213427,FALSE,2017,73,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,"pop, Dance/Electronic"
1558,Jeremih,oui,238320,FALSE,2015,77,0.418,0.724,-3.724,0.0964,0.213,0,0.112,0.604,78.521,"hip hop, pop, R&B"
1559,Drake,Hotline Bling,267066,FALSE,2016,77,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,"hip hop, pop, R&B"
1560,Selena Gomez,Kill Em With Kindness,217906,FALSE,2015,64,0.757,0.884,-5.488,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,pop
1561,Birdy,Let It All Go,280757,FALSE,2015,68,0.383,0.43,-8.644,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,pop
1562,Fetty Wap,679 (feat. Remy Boyz),196693,TRUE,2015,74,0.618,0.717,-5.738,0.318,0.00256,0,0.625,0.603,190.05,"hip hop, pop"
1563,Ariana Grande,Love Me Harder,236133,FALSE,2014,74,0.472,0.714,-4.389,0.0334,0.00937,0,0.0764,0.24,98.992,pop
1564,The Weeknd,Can't Feel My Face,213520,FALSE,2015,79,0.705,0.769,-5.526,0.0425,0.113,0,0.105,0.583,107.949,"pop, R&B"
1565,SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,FALSE,2015,55,0.336,0.664,-5.68,0.102,0.166,1.31e-06,0.0575,0.294,186.394,"pop, R&B"
1566,X Ambassadors,Renegades,195200,FALSE,2015,75,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
1567,R. City,Locked Away (feat. Adam Levine),227480,FALSE,2015,77,0.509,0.671,-5.709,0.0678,0.304,0,0.0452,0.55,118.413,pop
1568,Kygo,Stole the Show,223186,FALSE,2016,74,0.64,0.635,-7.565,0.226,0.271,0,0.319,0.475,100.034,"pop, Dance/Electronic"
1569,Tame Impala,The Less I Know The Better,216320,TRUE,2015,83,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,metal
1570,Selena Gomez,Good For You,221560,TRUE,2015,0,0.6,0.676,-6.447,0.0652,0.154,0,0.0741,0.217,88.928,pop
1571,Fetty Wap,My Way (feat. Monty),213053,TRUE,2015,55,0.748,0.741,-3.103,0.0531,0.00419,0,0.147,0.537,128.077,"hip hop, pop"
1572,Hozier,Take Me To Church,241688,FALSE,2014,81,0.566,0.664,-5.303,0.0464,0.634,0,0.116,0.437,128.945,"Folk/Acoustic, pop"
1573,Taylor Swift,Style,231000,FALSE,2014,77,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop
1574,Alessia Cara,Here,199453,FALSE,2015,0,0.379,0.799,-4.031,0.163,0.0804,0,0.0793,0.359,120.892,"pop, R&B"
1575,Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,FALSE,2015,66,0.261,0.302,-8.19,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,pop
1576,David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,FALSE,2015,47,0.599,0.869,-3.697,0.0789,0.0525,0.00719,0.103,0.593,108.061,"hip hop, pop, Dance/Electronic"
1577,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,TRUE,2015,68,0.589,0.658,-5.288,0.203,0.0242,0,0.118,0.251,77.521,"hip hop, pop"
1578,Big Sean,I Don't Fuck With You,284386,TRUE,2015,75,0.824,0.733,-5.474,0.0613,0.0362,0,0.325,0.395,97.972,"hip hop, pop"
1579,Kygo,Firestone,271640,FALSE,2016,76,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,"pop, Dance/Electronic"
1580,Drake,Jumpman,205879,TRUE,2015,0,0.853,0.558,-7.448,0.202,0.0462,0,0.341,0.654,142.079,"hip hop, pop, R&B"
1581,Petit Biscuit,Sunset Lover,237792,FALSE,2015,71,0.783,0.467,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838,Dance/Electronic
1582,Shawn Mendes,Stitches,206880,FALSE,2015,78,0.746,0.754,-6.684,0.0676,0.0152,0,0.0486,0.746,149.882,pop
1583,Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,FALSE,2015,67,0.854,0.766,-4.697,0.141,0.0242,0,0.0793,0.784,118.004,"hip hop, pop"
1584,Selena Gomez,The Heart Wants What It Wants,227373,FALSE,2014,64,0.616,0.789,-4.874,0.0377,0.053,0,0.142,0.621,83.066,pop
1585,Jack Ü,Where Are Ü Now (with Justin Bieber),250285,FALSE,2015,74,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,"pop, Dance/Electronic"
1586,Ellie Goulding,On My Mind,213445,FALSE,2015,0,0.699,0.688,-6.607,0.0522,0.264,4.11e-06,0.0863,0.742,154.943,"pop, rock, Dance/Electronic"
1587,Bryson Tiller,Don't,198293,TRUE,2015,78,0.765,0.356,-5.556,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B"
1588,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,TRUE,2015,1,0.676,0.615,-7.534,0.0496,0.0384,0,0.341,0.883,163.993,"hip hop, pop"
1589,Joel Adams,Please Don't Go,210580,FALSE,2015,71,0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,R&B
1590,Zedd,I Want You To Know,238800,FALSE,2015,0,0.561,0.877,-2.215,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,"hip hop, pop, Dance/Electronic"
1591,Jonas Blue,Fast Car,212424,FALSE,2015,67,0.644,0.57,-6.994,0.052,0.484,0,0.299,0.527,113.945,"pop, Dance/Electronic"
1592,BØRNS,Electric Love,218173,FALSE,2015,0,0.373,0.858,-6.536,0.0889,0.00407,0.0016,0.256,0.605,120.063,"rock, pop"
1593,Sigala,Easy Love,229813,FALSE,2018,66,0.68,0.942,-4.208,0.0631,0.175,0.0013,0.117,0.647,123.976,"pop, Dance/Electronic"
1594,Justin Bieber,Sorry,200786,FALSE,2015,80,0.654,0.76,-3.669,0.045,0.0797,0,0.299,0.41,99.945,pop
1595,Ariana Grande,One Last Time,197266,FALSE,2014,79,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,pop
1596,Little Mix,Black Magic,211773,FALSE,2015,1,0.777,0.896,-4.467,0.0619,0.0352,0,0.317,0.843,111.987,pop
1597,One Direction,Perfect,230333,FALSE,2015,77,0.647,0.823,-5.231,0.0762,0.0598,0,0.119,0.396,99.933,pop
1598,Years & Years,Shine,255506,FALSE,2015,55,0.667,0.716,-5.21,0.0349,0.189,0,0.104,0.493,108.002,"pop, Dance/Electronic"
1599,Meghan Trainor,Lips Are Movin,182666,FALSE,2015,70,0.775,0.825,-5.402,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,pop
1600,Nicky Jam,El Perdón - Forgiveness,206666,FALSE,2017,51,0.736,0.719,-3.839,0.0357,0.256,0,0.0909,0.656,90.013,latin
1601,The Weeknd,Starboy,230453,TRUE,2016,0,0.681,0.594,-7.028,0.282,0.165,3.49e-06,0.134,0.535,186.054,"pop, R&B"
1602,Drake,One Dance,173986,FALSE,2016,84,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,"hip hop, pop, R&B"
1603,Justin Bieber,Love Yourself,233720,FALSE,2015,0,0.609,0.378,-9.828,0.438,0.835,0,0.28,0.515,100.418,pop
1604,The Chainsmokers,Closer,244960,FALSE,2016,83,0.748,0.524,-5.599,0.0338,0.414,0,0.111,0.661,95.01,"pop, Dance/Electronic"
1605,Adele,Hello,295502,FALSE,2015,1,0.471,0.431,-6.129,0.0342,0.329,0,0.0854,0.289,157.98,"pop, R&B"
1606,Desiigner,Panda,246761,TRUE,2016,70,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833,"hip hop, pop"
1607,Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,FALSE,2016,72,0.841,0.639,-6.052,0.0688,0.0156,0.0654,0.0545,0.675,99.002,Dance/Electronic
1608,Sia,Cheap Thrills (feat. Sean Paul),224813,FALSE,2016,67,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,pop
1609,OneRepublic,Wherever I Go,169773,FALSE,2016,70,0.552,0.689,-6.444,0.0425,0.0915,0,0.27,0.349,99.961,pop
1610,Rihanna,Work,219320,TRUE,2016,75,0.725,0.534,-6.238,0.0946,0.0752,0,0.0919,0.558,91.974,"hip hop, pop, R&B"
1611,Coldplay,Hymn for the Weekend,258266,FALSE,2015,82,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,"rock, pop"
1612,Justin Bieber,Sorry,200786,FALSE,2015,80,0.654,0.76,-3.669,0.045,0.0797,0,0.299,0.41,99.945,pop
1613,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,FALSE,2016,76,0.666,0.83,-5.715,0.0751,0.0123,0,0.191,0.702,113.03,pop
1614,WILLOW,Wait a Minute!,196520,FALSE,2015,86,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,"pop, R&B, Dance/Electronic"
1615,Desiigner,Tiimmy Turner,239853,TRUE,2016,67,0.603,0.725,-3.054,0.0393,0.174,0,0.0786,0.304,122.803,"hip hop, pop"
1616,G-Eazy,"Me, Myself & I",251466,TRUE,2015,77,0.756,0.674,-6.518,0.0959,0.0184,0,0.158,0.389,111.995,"hip hop, pop"
1617,David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,FALSE,2016,68,0.367,0.915,-3.456,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,"hip hop, pop, Dance/Electronic"
1618,Astrid S,Hurts So Good,208728,FALSE,2016,0,0.672,0.589,-5.008,0.049,0.082,0,0.0962,0.379,120.036,"rock, pop, Dance/Electronic"
1619,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,TRUE,2016,75,0.502,0.786,-4.378,0.317,0.255,0,0.65,0.739,169.021,"hip hop, pop"
1620,Twenty One Pilots,Heathens,195920,FALSE,2016,80,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,rock
1621,Future,Low Life (feat. The Weeknd),313546,TRUE,2016,74,0.722,0.331,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961,"hip hop, pop"
1622,Galantis,No Money,189126,FALSE,2016,67,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,"pop, Dance/Electronic"
1623,The Chainsmokers,Don't Let Me Down,208373,FALSE,2016,79,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,"pop, Dance/Electronic"
1624,Tinie Tempah,Girls Like (feat. Zara Larsson),196000,TRUE,2016,62,0.916,0.804,-3.406,0.049,0.37,1.18e-05,0.0812,0.538,120.028,"hip hop, pop, Dance/Electronic"
1625,Alok,Hear Me Now,192846,FALSE,2016,51,0.788,0.43,-7.757,0.0419,0.537,0.00261,0.0936,0.461,121.996,"pop, Dance/Electronic"
1626,Jon Bellion,All Time Low,217603,TRUE,2016,70,0.617,0.567,-4.188,0.0828,0.0584,0,0.0933,0.505,90.246,"hip hop, pop"
1627,Cheat Codes,Sex,228361,FALSE,2016,0,0.51,0.692,-5.825,0.171,0.00451,0,0.138,0.209,102.42,"pop, Dance/Electronic"
1628,Meghan Trainor,NO,213506,FALSE,2017,69,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,pop
1629,Dua Lipa,Hotter Than Hell,187957,FALSE,2017,65,0.532,0.868,-4.23,0.0908,0.011,0,0.0584,0.529,110.127,pop
1630,Martin Garrix,In the Name of Love,195706,FALSE,2016,76,0.501,0.519,-5.88,0.0409,0.109,0,0.454,0.168,133.99,"pop, Dance/Electronic"
1631,Alan Walker,Faded,212106,FALSE,2018,78,0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,Dance/Electronic
1632,Tove Lo,Cool Girl,197815,TRUE,2016,0,0.674,0.71,-7.042,0.111,0.343,6.71e-06,0.129,0.234,101.983,"pop, Dance/Electronic"
1633,DJ Snake,Let Me Love You,205946,FALSE,2016,81,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,"hip hop, pop, Dance/Electronic"
1634,Calvin Harris,This Is What You Came For (feat. Rihanna),222160,FALSE,2016,79,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,"hip hop, pop, Dance/Electronic"
1635,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,TRUE,2016,77,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,"hip hop, pop, Dance/Electronic"
1636,Kevin Gates,2 Phones,240000,TRUE,2016,69,0.895,0.681,-5.267,0.358,0.157,0,0.189,0.554,121.918,"hip hop, pop"
1637,Rihanna,Needed Me,191600,TRUE,2016,80,0.671,0.314,-8.091,0.244,0.11,0,0.0825,0.296,110.898,"hip hop, pop, R&B"
1638,Ariana Grande,Side To Side,226160,TRUE,2016,0,0.648,0.738,-5.883,0.247,0.0408,0,0.292,0.603,159.145,pop
1639,Marshmello,Alone,273802,FALSE,2016,71,0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.108,0.422,141.99,"pop, Dance/Electronic"
1640,Shawn Mendes,I Know What You Did Last Summer,223853,FALSE,2015,73,0.687,0.761,-4.582,0.0876,0.102,0,0.147,0.743,113.939,pop
1641,Selena Gomez,Same Old Love,229080,FALSE,2015,69,0.672,0.593,-4.01,0.0304,0.0223,0,0.214,0.438,98.02,pop
1642,Calvin Harris,My Way,219159,FALSE,2016,74,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,"hip hop, pop, Dance/Electronic"
1643,Fitz and The Tantrums,HandClap,193253,FALSE,2016,64,0.636,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956,"pop, rock"
1644,Twenty One Pilots,Ride,214506,FALSE,2015,80,0.645,0.713,-5.355,0.0393,0.00835,0,0.113,0.566,74.989,rock
1645,Flo Rida,My House,192190,FALSE,2015,76,0.688,0.702,-4.792,0.0499,0.0215,0,0.128,0.74,94.006,"hip hop, pop"
1646,Ariana Grande,Dangerous Woman,235946,FALSE,2016,0,0.677,0.604,-5.32,0.0385,0.0612,0,0.353,0.297,134.052,pop
1647,Anne-Marie,Alarm,205593,TRUE,2016,57,0.756,0.589,-5.093,0.232,0.0812,0,0.176,0.811,146.928,"pop, Dance/Electronic"
1648,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,FALSE,2016,79,0.728,0.563,-8.053,0.134,0.621,0,0.179,0.352,100.017,pop
1649,AlunaGeorge,I'm In Control,209425,FALSE,2016,0,0.734,0.847,-3.713,0.0346,0.355,0.000144,0.154,0.673,104.013,"pop, Dance/Electronic"
1650,Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,FALSE,2016,68,0.716,0.908,-3.254,0.103,0.0858,0,0.135,0.869,91.03,"pop, latin"
1651,MNEK,Never Forget You,213427,FALSE,2015,45,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,Dance/Electronic
1652,Mike Perry,The Ocean (feat. Shy Martin),183414,FALSE,2016,70,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037,"pop, Dance/Electronic"
1653,Drake,Hotline Bling,267066,FALSE,2016,0,0.903,0.62,-8.094,0.0587,0.00347,0.000119,0.0504,0.539,134.96,"hip hop, pop, R&B"
1654,Ariana Grande,Into You,244453,FALSE,2016,3,0.623,0.734,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,107.853,pop
1655,Shawn Mendes,Treat You Better,187973,FALSE,2017,82,0.444,0.819,-4.078,0.341,0.106,0,0.107,0.747,82.695,pop
1656,Tory Lanez,Say It,237786,TRUE,2016,73,0.546,0.529,-10.511,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,"hip hop, pop, R&B"
1657,Coldplay,Adventure of a Lifetime,263786,FALSE,2015,76,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,"rock, pop"
1658,Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,FALSE,2016,0,0.79,0.705,-4.684,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,"pop, Dance/Electronic"
1659,SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,FALSE,2016,69,0.332,0.635,-5.653,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,"pop, R&B"
1660,X Ambassadors,Renegades,195200,FALSE,2015,75,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
1661,DNCE,Cake By The Ocean,219146,TRUE,2016,79,0.774,0.753,-5.446,0.0517,0.152,0,0.0371,0.896,119.002,pop
1662,99 Souls,The Girl Is Mine,216613,FALSE,2016,55,0.683,0.943,-3.6,0.0397,0.00423,0.0972,0.0356,0.706,118.991,Dance/Electronic
1663,Illy,Papercuts (feat. Vera Blue),255889,FALSE,2016,51,0.369,0.618,-6.304,0.249,0.161,0,0.257,0.467,191.863,"hip hop, pop, Dance/Electronic"
1664,Kiiara,Gold,225882,FALSE,2015,55,0.6,0.412,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,"rock, pop, Dance/Electronic"
1665,Kygo,Stole the Show,222813,FALSE,2016,0,0.678,0.633,-6.443,0.171,0.151,0,0.147,0.478,99.886,"pop, Dance/Electronic"
1666,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,FALSE,2016,75,0.803,0.585,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,pop
1667,Drake,Pop Style,212946,TRUE,2016,63,0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,0.0594,133.053,"hip hop, pop, R&B"
1668,ZAYN,PILLOWTALK,203686,TRUE,2016,59,0.588,0.702,-4.271,0.0496,0.104,0,0.089,0.429,124.909,"pop, Dance/Electronic"
1669,Alessia Cara,Here,199453,FALSE,2016,66,0.376,0.822,-3.974,0.104,0.0783,0,0.0841,0.327,120.493,"pop, R&B"
1670,DJ Snake,Middle,220573,FALSE,2016,0,0.611,0.7,-5.331,0.0436,0.0199,0,0.0549,0.213,104.981,"hip hop, pop, Dance/Electronic"
1671,Sigala,Sweet Lovin' - Radio Edit,202149,FALSE,2015,46,0.683,0.91,-1.231,0.0515,0.0553,4.78e-06,0.336,0.674,124.977,"pop, Dance/Electronic"
1672,Drake,Jumpman,205879,TRUE,2015,72,0.852,0.553,-7.286,0.187,0.0559,0,0.332,0.656,142.079,"hip hop, pop, R&B"
1673,Charlie Puth,Dangerously,199133,FALSE,2016,62,0.696,0.517,-8.379,0.0366,0.364,0,0.197,0.23,112.291,pop
1674,Nick Jonas,Close,234213,FALSE,2016,69,0.654,0.623,-5.273,0.082,0.253,0,0.144,0.401,123.996,pop
1675,Jonas Blue,Perfect Strangers,196613,FALSE,2016,0,0.742,0.819,-5.307,0.0487,0.372,0,0.277,0.709,117.986,"pop, Dance/Electronic"
1676,Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,FALSE,2016,0,0.608,0.798,-5.092,0.0432,0.0736,0,0.156,0.501,92.943,"hip hop, pop, Dance/Electronic"
1677,The Chainsmokers,Roses,226738,FALSE,2015,73,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,"pop, Dance/Electronic"
1678,Tory Lanez,LUV,228640,TRUE,2016,0,0.688,0.541,-8.128,0.114,0.0118,0,0.123,0.247,95.109,"hip hop, pop, R&B"
1679,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,FALSE,2016,68,0.632,0.702,-5.92,0.148,0.0114,0,0.108,0.523,162.958,pop
1680,Bryson Tiller,Don't,198293,TRUE,2015,78,0.765,0.356,-5.556,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B"
1681,Steve Aoki,Just Hold On,198774,FALSE,2016,63,0.647,0.932,-3.515,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,"hip hop, pop, Dance/Electronic"
1682,Clean Bandit,Tears (feat. Louisa Johnson),225914,FALSE,2016,60,0.605,0.77,-3.645,0.0446,0.0431,0,0.159,0.298,130.037,"pop, Dance/Electronic"
1683,Jonas Blue,Fast Car,212424,FALSE,2015,1,0.459,0.587,-6.983,0.0785,0.453,0,0.307,0.581,113.901,"pop, Dance/Electronic"
1684,Flume,Never Be Like You,233337,TRUE,2016,0,0.443,0.558,-5.436,0.0624,0.441,0,0.163,0.248,116.838,Dance/Electronic
1685,Bastille,Good Grief,206493,FALSE,2016,65,0.73,0.758,-4.888,0.0653,0.147,0,0.311,0.877,120.041,"pop, rock"
1686,Sia,The Greatest (feat. Kendrick Lamar),210226,FALSE,2016,68,0.668,0.725,-6.127,0.266,0.0102,0.000479,0.0561,0.729,191.944,pop
1687,PARTYNEXTDOOR,Not Nice,202661,FALSE,2016,62,0.598,0.496,-9.309,0.0804,0.0253,0.00132,0.12,0.725,128.06,"hip hop, pop, R&B"
1688,Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,TRUE,2016,77,0.492,0.275,-13.4,0.3,0.687,0,0.101,0.18,92.6,"hip hop, pop"
1689,Hilltop Hoods,1955,239280,FALSE,2016,63,0.766,0.5,-7.558,0.0695,0.719,5.91e-06,0.304,0.71,84.044,"hip hop, pop"
1690,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,FALSE,2016,62,0.689,0.791,-5.194,0.053,0.023,0,0.0526,0.755,95.04,pop
1691,Daya,"Sit Still, Look Pretty",202221,FALSE,2016,1,0.657,0.739,-4.081,0.274,0.141,0,0.178,0.543,181.994,"rock, pop, Dance/Electronic"
1692,Kent Jones,Don't Mind,198236,TRUE,2016,63,0.464,0.771,-4.503,0.336,0.0235,0,0.063,0.69,158.777,hip hop
1693,Flume,Say It,262521,TRUE,2016,53,0.581,0.531,-6.829,0.0322,0.0731,3.27e-06,0.0616,0.273,75.255,Dance/Electronic
1694,Bryson Tiller,Exchange,194613,TRUE,2015,76,0.525,0.433,-10.598,0.185,0.107,0,0.135,0.276,160.108,"hip hop, pop, R&B"
1695,MØ,Final Song,235826,FALSE,2016,66,0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,"pop, Dance/Electronic"
1696,Beyoncé,Sorry,232560,TRUE,2016,67,0.775,0.598,-7.274,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,"pop, R&B"
1697,Little Mix,Shout Out to My Ex,246240,FALSE,2017,1,0.773,0.747,-4.061,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,pop
1698,The Lumineers,Ophelia,160097,FALSE,2016,0,0.664,0.576,-6.429,0.0286,0.63,0.000198,0.0902,0.621,76.026,"pop, Folk/Acoustic"
1699,Frank Ocean,Pink + White,184516,FALSE,2016,79,0.544,0.552,-7.45,0.0991,0.67,4.57e-05,0.415,0.554,159.738,"hip hop, pop, R&B"
1700,Drake,Too Good,263373,TRUE,2016,74,0.794,0.653,-7.839,0.104,0.0489,4.88e-05,0.1,0.397,117.996,"hip hop, pop, R&B"
1701,Ed Sheeran,Shape of You,233712,FALSE,2017,84,0.825,0.652,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,pop
1702,Sean Paul,No Lie,221176,FALSE,2018,84,0.742,0.882,-2.862,0.117,0.0466,0,0.206,0.463,102.04,"hip hop, pop"
1703,Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,FALSE,2017,0,0.66,0.786,-4.757,0.17,0.209,0,0.112,0.846,177.833,"pop, latin"
1704,Sam Smith,Too Good At Goodbyes,201000,FALSE,2017,79,0.681,0.372,-8.237,0.0432,0.64,0,0.169,0.476,91.873,pop
1705,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,FALSE,2016,75,0.72,0.763,-4.068,0.0523,0.406,0,0.18,0.742,101.965,"pop, Dance/Electronic"
1706,Camila Cabello,Havana (feat. Young Thug),216896,FALSE,2017,1,0.768,0.517,-4.323,0.0312,0.186,3.8e-05,0.104,0.418,104.992,pop
1707,Imagine Dragons,Thunder,187146,FALSE,2017,1,0.6,0.81,-4.749,0.0479,0.00683,0.21,0.155,0.298,167.88,rock
1708,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,FALSE,2018,68,0.783,0.61,-6.124,0.0696,0.343,0,0.0983,0.418,100.047,pop
1709,The Chainsmokers,Something Just Like This,247160,FALSE,2017,83,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,"pop, Dance/Electronic"
1710,Ed Sheeran,Perfect,263400,FALSE,2017,85,0.599,0.448,-6.312,0.0232,0.163,0,0.106,0.168,95.05,pop
1711,MGMT,Little Dark Age,299960,FALSE,2018,81,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512,rock
1712,Travis Scott,goosebumps,243836,TRUE,2016,83,0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,"hip hop, Dance/Electronic"
1713,Billie Eilish,Bored,180933,FALSE,2017,84,0.614,0.318,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,"pop, Dance/Electronic"
1714,Future,Mask Off,204600,TRUE,2017,79,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,"hip hop, pop"
1715,G-Eazy,Him & I,268866,TRUE,2017,0,0.589,0.731,-6.343,0.0868,0.0534,0,0.308,0.191,87.908,"hip hop, pop"
1716,Maroon 5,Cold (feat. Future),234308,TRUE,2017,0,0.697,0.716,-6.288,0.113,0.118,0,0.0424,0.506,99.905,pop
1717,Rae Sremmurd,Swang,208120,TRUE,2016,75,0.681,0.314,-9.319,0.0581,0.2,9.82e-06,0.1,0.166,139.992,"hip hop, pop"
1718,Lil Peep,Save That Shit,231546,TRUE,2017,77,0.534,0.583,-8.672,0.0288,0.0262,0,0.421,0.145,105.997,hip hop
